
Alhambra, California Code of Ordinances


TITLE I:  GENERAL PROVISIONS
cessation of business for any reason. All taxes collected by operators
pursuant to this chapter shall be held in trust for the account of the city
until payment thereof is made to the Director of Finance.



('86 Code, § 5.70.060) (Ord. 3917, passed  - - )



§ 5.70.070  PENALTIES AND INTEREST.



   (A)   Original delinquency. Any operator who fails to remit any tax
imposed by this chapter within the time required shall pay a penalty of 10%
of the amount of the tax in addition to the amount of the tax.



   (B)   Continued delinquency.  Any operator who fails to remit any
delinquent remittance on or before a period of 30 days following the date on
which the remittance first became delinquent shall pay a second delinquency
penalty of 10% of the amount of the tax in addition to the amount of the tax
and the 10% penalty first imposed.



   (C)   Fraud. If the Director of Finance deter-mines that the
nonpayment of any remittance due under this chapter is due to fraud, a
penalty of 25% of the amount of the tax shall be added thereto in addition to
the penalties stated in division (A) and (B) of this section.



   (D)   Interest.  In addition to the penalties imposed, any operator
who fails to remit any tax imposed by this chapter shall pay interest at the
rate of 1% per month, or fraction thereof, on the amount of the tax,
exclusive of penalties, from the date on which the remittance first became
delinquent until paid.



   (E)   Penalties merged with tax. Every penalty imposed and such
interest as accrues under the provisions of this section shall become a part
of the tax herein required to be paid.



('86 Code, § 5.70.070) (Ord. 3917, passed  - - )



§ 5.70.080  FAILURE TO COLLECT AND REPORT TAX; DETERMINATION OF TAX BY
DIRECTOR OF FINANCE.



   If any operator fails or refuses to collect the tax and to make, within
the time provided in this chapter, any report and remittance of the tax, or
any portion thereof required by this chapter, the Director of Finance shall
proceed in such manner as he may deem best to obtain facts and information on
which to base his estimate of the tax due. As soon as the Director of Finance
shall procure such facts and information as he is able to obtain upon which
to base the assessment of any tax imposed by this chapter and payable by any
operator who has failed or refused to collect the same and to make such
report and remittance, he shall proceed to determine and assess against such
operator the tax, interest and penalties provided by this chapter. In case
such determination is made, the Director of Finance shall give a notice of
the amount so assessed by serving it personally or by depositing it in the
United States mail, postage prepaid, addressed to the operator so assessed at
his last known place of address. Such operator may within ten days after the
serving or mailing of such notice make application in writing to the Director
of Finance for a hearing on the amount assessed. If application by the
operator for a hearing is not made within the time prescribed, the tax,
interest and penalties, if any, determined by the Director of Finance shall
become final and conclusive and immediately due and payable. If such
application is made, the Director of Finance shall give not less than five
days' written notice in the manner prescribed herein to the operator to show
cause at a time and place fixed in the notice why the amount specified
therein should not be fixed for such tax, interest and penalties. At such
hearing, the operator may appear and offer evidence why such specified tax,
interest and penalties should not be so fixed. After such hearing the
Director of Finance shall determine the proper tax to be remitted and shall
thereafter give written notice to the person in the manner prescribed herein
of such determination and the amount of such tax, interest and penalties. The
amount determined to be due shall be payable after 15 days unless an appeal
is taken as provided in § 5.70.090.



('86 Code, § 5.70.080) (Ord. 3917, passed  - - )  Penalty, see § 5.70.130



§ 5.70.090  APPEAL.



   Any operator aggrieved by any decision of the Director of Finance with
respect to the amount of such tax, interest and penalties, if any, may appeal
such decision by following the appeals procedure set forth in § 5.82.050 of
this code.



('86 Code, § 5.70.090) (Ord. 3917, passed  - - )



§ 5.70.100  RECORDS.



   It shall be the duty of every operator liable for the collection and
payment to the city of any tax imposed by this chapter to keep and preserve,
for a period of three years, all records as may be necessary to determine the
amount of such tax as he may have been liable for the collection of and
payment to the city, which records the Director of Finance shall have the
right to inspect at all reasonable times.



('86 Code, § 5.70.100) (Ord. 3917, passed  - - )  Penalty, see § 5.70.130



§ 5.70.110  REFUNDS; CREDITS.



   (A)   Claims required.  Whenever the amount of any tax, interest or
penalty has been overpaid or paid more than once or has been illegally,
erroneously or wrongfully collected or received by the city under this
chapter, it may be refunded or credited as provided in divisions (B) and (C)
hereof; provided that a claim in writing therefor, duly verified by the
person paying such tax or penalty, his or her attorney, duly authorized
agent, guardian, or his or her executor or administrator, shall have been
filed with the Director of Finance within one year after the date or payment
of the amount sought to be refunded. Such claim shall include the name and
address of the claimant, the amount and date of payment sought to be
refunded, and state under penalty of perjury the reasons or grounds upon
which the claim for refund is based. The claim shall be on forms furnished by
the Director of Finance. In no case shall any judgment be rendered for the
plaintiff in any proceeding brought to enforce the payment of any claim
