jurisid_2019,statefp_2019,countyfp_2019,placefp_2019,stcofip_2019,full_fip_2019,basename_2019,county_name_2019,state_name_2019,region_2019,metro_nllus_2019,metro_nllus_id_2019,cbsa13_code_2019,cbsa13_name_2019,cbsa03_name_2019,s2019_dummy_2019,s2003_dummy_2019,s0319_dummy_2019,juristype_2019,summlevel_2019,summlevel2_2019,lsad_code_2019,city_cty_merge_2019,pop14_2019,pop17_2019,pop03_2019,landsqmi_2019,cbsa_sqmi_2019,sampleflag_2019,pilot_dummy_2019,survey_status_pilot_2019,status1_2019,status2_2019,respo_flag_2019,startdate_2019,enddate_2019,status_2019,progress_2019,durationinseconds_2019,finished_2019,recordeddate_2019,responseid_2019,distributionchannel_2019,userlanguage_2019,respojuris_2019,respostate_2019,respozip_2019,srjuristype_2019,resporole_2019,respootherrole_2019,respotitle_2019,respoothertitle_2019,respojuris_p_2019,respodept_p_2019,respodept_othertextp_2019,resporole_p_2019,respootherrolep_2019,jurisplan_dummy_2019,ext_plan_dummy_2019,ext_plan_juris_2019,ext_plan_title_2019,juris_masterplan_dummy_2019,mp_update_yr_2019,zo_dummy_2019,zo_alt_dummy_2019,zo_update_yr_2019,dupernacre_max_2019,hyp_densit_test_2019,hudcomp_perm_dummy_2019,hudcomp_temp_dummy_2019,tinyhome_dummy_2019,mobilehome_dummy_2019,rv_dummy_2019,min_dusize_sf_2019,adu_permit_2019,adu_permit2_2019,min_dusize_mf_2019,min_osparking_mf_2019,ugb_dummy_2019,growthmgmnt_dummy_2019,gm_popgrowthperyr_dummy_2019,gm_bpperyr_dummy_2019,gm_popgrowthperyr_2019,gm_bpperyr_2019,gm_ahexempt_2019,moratorium_2019,morat_body_2019,morat_applies_2019,morat_ahexempt_2019,if_dummy_2019,if_casebycase_2019,if_formula_dummy_2019,if_sqft_dummy_2019,if_unittype_dummy_2019,if_br_dummy_2019,if_impsurfacearea_dummy_2019,if_lotsize_dummy_2019,if_yn_2019,if_dpersqft_2019,if_dforsf_2019,if_dformf_2019,if_dnobr_2019,if_donebr_2019,if_dtwobr_2019,if_dthreebr_2019,if_dimpsurfacearea_2019,if_dlotarea_2019,if_appl_school_2019,if_appl_storm_2019,if_appl_transit_2019,if_appl_pubsafe_2019,if_appl_water_2019,if_appl_parks_2019,if_appl_waste_2019,if_appl_ah_2019,if_appl_other_2019,if_appl_othertext_2019,apfo_dummy_2019,apfo_school_dummy_2019,apfo_storm_dummy_2019,apfo_transit_dummy_2019,apfo_pubsafe_dummy_2019,apfo_water_dummy_2019,apfo_waste_dummy_2019,apfo_parks_dummy_2019,apfo_other_dummy_2019,apfo_othertext_2019,extinput_schools_2019,extinput_stormwater_2019,extinput_water_2019,extinput_hwyrds_2019,extinput_transit_2019,extinput_parks_2019,extinput_police_2019,extinput_fire_2019,ah_req_dummy_2019,pct_ah_req_2019,min_sfdu_ah_2019,min_mfdu_ah_2019,ah_fee_2019,ah_mix_design_2019,ah_quality_2019,number_ah_dus_2019,ah_noexmpt_2019,ah_bonusdens_2019,ah_buildenv_2019,ah_mindusize_2019,ah_adu_2019,ah_parking_2019,ah_ifwaiver_2019,ah_fasttrack_2019,ah_other_2019,ah_othertext_2019,ah_linkfee_2019,ah_tf_dummy_2019,ah_tf_fed_2019,ah_tf_lgov_2019,ah_tf_locrev_2019,lup_past_knowledge_2019,past_sf_amt_2019,past_sf_extent_2019,past_sf_densit_2019,past_mf_amt_2019,past_mf_undevamt_2019,past_mf_densit_2019,past_fees_2019,past_timereq_2019,past_numstaff_2019,past_extinvolve_2019,comments_2019,pilot_feedback_dummy_2019,pilot_srduration_2019,pilot_qreform_2019,pilot_qreform_text_2019,pilot_suggestions_2019,resp_nonresp_2019,apfo_other_dummySTR_2019,apfotc_2019,apfo_schooltc_2019,apfo_stormtc_2019,apfo_transittc_2019,apfo_pubsafetc_2019,apfo_watertc_2019,apfo_wastetc_2019,apfo_parkstc_2019,ah_otherSTR_2019,ah_noexmpttc_2019,ah_bondenstc_2019,ah_bldenvtc_2019,ah_mindusizetc_2019,ah_adutc_2019,ah_parkingtc_2019,ah_ifwaivertc_2019,ah_faskttracktc_2019,ah_linkfeetc_2019,ah_tftc_2019,ah_tf_fedtc_2019,ah_tf_lgovtc_2019,ah_tf_locrevtc_2019,if_pubsafetc_2019,if_parkstc_2019,if_othertc_2019,rotitle_tc_2019,rtitle_tc_2019,resporoletc_2019,if_schooltc_2019,if_stormtc_2019,if_transittc_2019,if_watertc_2019,if_wastetc_2019,if_ahtc_2019,jurisbin,popbin
"1214400","12","011","14400","12011","1201114400","Coral Springs","Broward County","FL","South","Miami",26,"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","""Miami-Fort Lauderdale, FL CMSA""",0,0,1,"city","160","160",25,0,129489.894,130110,"Pop. >100,000",23.792,,0,0,"","Finished Survey","Finished Survey",1,18jan2019 09:55:00,18jan2019 10:13:20,0,100,1100,1,18jan2019 10:13:20,"R_22l8aMJQkwnFKWS","email","EN","City of Coral Springs","FL","33065",2,1,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,4,1,.n,11,5,1,.s,.s,.s,.s,.s,3,3,2,1,3,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,1,1,1,0,0,0,1,1,".s",".n",".n",".n",".n",".n",".n",".n",".s",0,0,0,0,0,0,1,1,1,"Public Art",.s,.s,.s,.s,.s,.s,.s,.s,.s,".s",4,4,4,3,3,1,1,1,0,.n,.n,.n,.n,.n,.n,.n,0,1,1,0,1,0,1,1,0,".n",1,1,.s,.s,.s,2,2,2,2,2,2,2,2,2,2,3,"in 2016 we adopted a form-based code for our Downtown Local Activity Center/CRA",,,,"","",1,"",.s,.s,.s,.s,.s,.s,.s,.s,"",0,1,1,0,1,0,1,1,1,1,.s,.s,.s,0,0,1,".n",2,1,0,0,0,0,1,1,1,4
"1216335","12","011","16325","12011","1201116325","Dania Beach","Broward County","FL","South","",,"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","",1,0,0,"city","160",".",,0,31693.458,,"",8.093,,0,0,"","Finished Survey","Finished Survey",1,30jan2019 14:08:29,30jan2019 14:15:20,0,100,411,1,30jan2019 14:15:21,"R_2zTSMh1YvKyKvD8","email","EN","Dania Beach","FL","33004",2,1,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,9,1,.n,9,5,1,1,0,0,1,0,3,1,.n,4,4,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,0,1,1,0,0,0,0,1,"not sure",".n",".n",".n",".n",".n",".n",".n",".n",1,0,1,1,0,1,0,0,0,"Not Applicable",1,1,1,1,0,1,0,1,0,".n",3,2,3,3,3,2,2,2,0,.n,.n,.n,.n,.n,.n,.n,0,1,1,0,0,0,0,0,0,".n",0,0,.n,.n,.n,1,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"none",,,,"","",,"",1,1,1,1,0,1,0,1,"",0,1,1,0,0,0,0,0,0,2,.n,.n,.n,1,1,0,".n",2,1,1,0,1,0,0,0,1,2
"1216475","12","011","16475","12011","1201116475","Davie","Broward County","FL","South","Miami",26,"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","""Miami-Fort Lauderdale, FL CMSA""",0,0,1,"town","160","160",43,0,98368.52,101543,"Pop. 50,000-99,999",34.888,,0,1,"NR","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",.n,.n,.n,".n",".n",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,3
"1216725","12","011","16725","12011","1201116725","Deerfield Beach","Broward County","FL","South","Miami",26,"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","""Miami-Fort Lauderdale, FL CMSA""",0,0,1,"city","160","160",25,0,80217.95,79468,"Pop. 50,000-99,999",15.087,,0,0,"","Finished Survey","Finished Survey",1,18jan2019 06:38:36,18jan2019 06:43:38,0,100,301,1,18jan2019 06:43:38,"R_2TCeGgJn6OocZgZ","email","EN","City of Deerfield Beach","FL","33441",2,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,6,1,.n,1,4,2,.s,.s,.s,.s,.s,2,1,.n,3,4,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,0,0,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",0,1,0,1,1,1,1,1,0,"Not Applicable",1,0,1,0,1,0,1,0,0,".n",3,4,4,4,4,1,4,4,0,.n,.n,.n,.n,.n,.n,.n,0,0,0,0,0,0,0,1,0,".n",0,1,1,0,0,2,2,2,2,2,2,2,3,1,2,2,"",,,,"","",1,"",1,0,1,0,1,0,1,0,"",0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,".n",1,1,0,1,0,1,1,1,1,3
"1224000","12","011","24000","12011","1201124000","Fort Lauderdale","Broward County","FL","South","Miami",26,"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","""Miami-Fort Lauderdale, FL CMSA""",0,0,1,"city","160","160",25,0,176965.388,177175,"Pop. >100,000",34.765,,0,0,"","Finished Survey","Finished Survey",1,14jan2019 15:00:52,16jan2019 10:08:18,0,100,155245,1,16jan2019 10:08:19,"R_1meN9DqHRdeAN62","email","EN","City of Fort Lauderdale","FL","33311",2,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,1,1,.n,22,5,2,1,0,1,1,0,1,3,2,1,7,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,0,1,1,0,0,0,0,1,".s",".n",".n",".n",".n",".n",".n",".n",".n",0,0,0,0,1,1,0,0,0,"Not Applicable",1,0,1,1,1,1,1,1,0,".n",4,4,4,4,4,3,2,2,0,.n,.n,.n,.n,.n,.n,.n,0,0,0,0,0,1,0,0,0,".n",0,1,1,1,1,2,2,2,2,2,2,2,2,1,3,2,"",,,,"","",1,"",1,0,1,1,1,1,1,1,"",0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,".n",1,1,0,0,0,1,0,0,1,5
"1228452","12","011","28452","12011","1201128452","Hallandale Beach","Broward County","FL","South","Miami",26,"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","",1,0,0,"city","160","160",25,0,39685.526,39285,"",4.215,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,2
"1232000","12","011","32000","12011","1201132000","Hollywood","Broward County","FL","South","Miami",26,"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","""Miami-Fort Lauderdale, FL CMSA""",0,0,1,"city","160","160",25,0,150525.479,149750,"Pop. >100,000",27.366,,0,0,"","Finished Survey","Finished Survey",1,07feb2019 22:11:10,07feb2019 22:30:49,0,100,1179,1,07feb2019 22:30:51,"R_3Eu8lGxnnzrwmvz","email","EN","City of Hollywood","FL","33122",2,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,.s,1,.n,,5,1,1,0,0,1,1,3,1,.n,5,4,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,0,1,0,1,0,0,0,1,".n","Skipped","Skipped",".n",".n",".n",".n",".n",".n",0,0,0,0,0,1,0,0,0,"Not Applicable",.s,.s,.s,.s,.s,.s,.s,.s,.s,".s",4,4,1,1,1,1,1,1,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,.s,.s,.s,.s,3,2,2,2,2,1,2,3,1,1,2,"",,,,"","",1,"",.s,.s,.s,.s,.s,.s,.s,.s,"",1,0,0,0,0,0,0,0,0,.s,.s,.s,.s,0,1,0,".n",1,1,0,0,0,0,0,0,1,5
"1239525","12","011","39525","12011","1201139525","Lauderdale Lakes","Broward County","FL","South","Miami",26,"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","",1,0,0,"city","160","160",25,0,34852.217,34744,"",3.682,,0,0,"","Finished Survey","Finished Survey",1,10jan2019 13:31:58,10jan2019 14:10:36,0,100,2317,1,10jan2019 14:10:36,"R_12xtsQ8CGPKomfh","email","EN","Lauderdale Lakes","Florida","33319",2,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,9,1,.n,1,4,1,1,0,0,0,0,2,1,.n,4,4,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,1,1,1,0,0,0,0,1," CU per 43,500 square feet or more  0.009",".n",".n",".n",".n",".n",".n",".n",".n",0,0,0,0,0,1,0,0,0,"Not Applicable",1,0,0,0,1,1,0,0,0,".n",3,3,3,3,3,3,3,3,0,.n,.n,.n,.n,.n,.n,.n,.s,.s,.s,.s,.s,.s,.s,.s,.s,".s",0,0,.n,.n,.n,3,1,1,1,3,3,3,3,1,1,2,"",,,,"","",1,"",1,0,0,0,1,1,0,0,"",.s,.s,.s,.s,.s,.s,.s,.s,0,2,.n,.n,.n,0,1,0,".n",1,1,0,0,0,0,0,0,1,2
"1239550","12","011","39550","12011","1201139550","Lauderhill","Broward County","FL","South","Miami",26,"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","""Miami-Fort Lauderdale, FL CMSA""",0,0,1,"city","160","160",25,0,71599.26300000001,70963,"Pop. 50,000-99,999",8.526999999999999,,0,0,"","Email Bounced","Email Bounced",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,3
"1240450","12","011","40450","12011","1201140450","Lighthouse Point","Broward County","FL","South","Miami",26,"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","""Miami-Fort Lauderdale, FL CMSA""",0,0,1,"city","160","160",25,0,11061.005,11042,"Pop. <20,000",2.307,,0,0,"","Finished Survey","Finished Survey",1,22jan2019 10:57:35,22jan2019 11:12:29,0,100,893,1,22jan2019 11:12:29,"R_1lmXOBDnfW26KCB","email","EN","City of Lighthouse Point","FL","33064",2,1,"Not Applicable",4,"Not Applicable","",,"",,"",1,.n,".n",".n",1,10,1,.n,1,4,0,1,0,0,0,0,2,1,.n,2,3,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,1,.s,.s,.s,.s,.s,.s,0,".s","Skipped","Skipped","Skipped",".s",".s",".s",".s",".s",1,1,1,1,1,1,1,0,0,"Not Applicable",.s,.s,.s,.s,.s,.s,.s,.s,.s,".s",.s,.s,.s,.s,.s,.s,.s,.s,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,1,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"",,,,"","",1,"",.s,.s,.s,.s,.s,.s,.s,.s,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,1,1,0,".n",4,1,1,1,1,1,1,0,1,1
"1243125","12","011","43125","12011","1201143125","Margate","Broward County","FL","South","Miami",26,"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","""Miami-Fort Lauderdale, FL CMSA""",0,0,1,"city","160","160",25,0,56977.435,57045,"Pop. 50,000-99,999",8.853999999999999,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,3
"1245975","12","011","45975","12011","1201145975","Miramar","Broward County","FL","South","Miami",26,"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","""Miami-Fort Lauderdale, FL CMSA""",0,0,1,"city","160","160",25,0,130500.398,136415,"Pop. 50,000-99,999",29.521,,0,0,"","Finished Survey","Finished Survey",1,15feb2019 13:05:30,15feb2019 13:17:31,0,100,720,1,15feb2019 13:17:32,"R_4G8sls272oaemMV","email","EN","City of Miramar","FL","33025",2,1,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,9,1,.n,1,4,1,1,0,1,1,1,5,3,2,4,3,1,0,0,0,.n,.n,.n,0,.n,.n,.n,1,0,0,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",1,1,1,1,1,1,0,0,0,"Not Applicable",1,1,1,1,1,1,1,1,0,".n",4,3,1,3,3,.s,.s,.s,0,.n,.n,.n,.n,.n,.n,.n,0,0,0,1,0,1,0,0,0,".n",0,0,.n,.n,.n,3,2,2,3,3,3,2,3,2,1,2,"please send the questions again after i complete this survey",,,,"","",1,"",1,1,1,1,1,1,1,1,"",0,0,0,1,0,1,0,0,0,2,.n,.n,.n,1,1,0,".n",2,1,1,1,1,1,0,0,1,4
"1249425","12","011","49425","12011","1201149425","North Lauderdale","Broward County","FL","South","Miami",26,"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","""Miami-Fort Lauderdale, FL CMSA""",0,0,1,"city","160","160",25,0,43900.77,43574,"Pop. 20,000-49,999",4.59,,0,0,"","Finished Survey","Finished Survey",1,10jan2019 13:35:49,10jan2019 13:50:18,0,100,868,1,10jan2019 13:50:18,"R_2rqDK4FLRhPgadF","email","EN","North Lauderdale","Florida","33068",2,1,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,11,1,.n,99999,4,1,0,0,0,1,0,3,3,2,5,7,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,1,0,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",1,1,1,1,1,1,1,0,0,"Not Applicable",1,1,1,1,1,1,1,1,0,".n",4,2,2,3,4,2,4,2,1,6,1,2,1,1,.s,1,0,0,0,0,0,0,0,1,0,".n",0,0,.n,.n,.n,2,2,2,2,3,2,2,2,2,3,3,"",,,,"","",1,"",1,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,1,0,2,.n,.n,.n,1,1,0,".n",2,1,1,1,1,1,1,0,1,2
"1250575","12","011","50575","12011","1201150575","Oakland Park","Broward County","FL","South","Miami",26,"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","",1,0,0,"city","160","160",25,0,44251.505,44085,"",7.459,,0,0,"","Finished Survey","Finished Survey",1,17jan2019 14:02:35,17jan2019 14:15:35,0,100,780,1,17jan2019 14:15:35,"R_2c15yEkMeMXBz3u","email","EN","Oakland Park","FL","33334",2,1,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,4,1,.n,99999,5,1,1,0,1,1,1,2,1,.n,5,3,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,1,1,1,1,0,0,1,1,".s","Skipped","Skipped",".n",".n",".n",".n",".n",".s",1,0,1,1,0,1,0,0,0,"Not Applicable",1,1,1,1,1,1,1,0,0,".n",3,3,2,3,3,2,4,4,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,2,2,2,2,2,2,2,2,2,2,2,"",,,,"","",1,"",1,1,1,1,1,1,1,0,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,1,1,0,".n",2,1,1,0,1,0,0,0,1,2
"1255125","12","011","55125","12011","1201155125","Parkland","Broward County","FL","South","Miami",26,"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","""Miami-Fort Lauderdale, FL CMSA""",0,0,1,"city","160","160",25,0,25622.951,28901,"Pop. <20,000",12.33,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,2
"1255775","12","011","55775","12011","1201155775","Pembroke Pines","Broward County","FL","South","Miami",26,"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","""Miami-Fort Lauderdale, FL CMSA""",0,0,1,"city","160","160",25,0,165476.656,166530,"Pop. >100,000",33.124,,0,0,"","Finished Survey","Finished Survey",1,07feb2019 10:51:44,07feb2019 11:00:58,0,100,554,1,07feb2019 11:00:58,"R_eeOZGizhJeTsx9v","email","EN","City of Pembroke Pines","Florida","33025",2,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,4,1,.n,99999,5,1,0,0,0,1,0,3,1,.n,3,2,2,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",1,1,1,1,1,1,1,1,0,".n",4,3,3,4,4,2,1,1,0,.n,.n,.n,.n,.n,.n,.n,0,0,0,0,0,0,0,0,1,".s",0,1,0,0,1,2,2,2,3,2,2,3,2,1,2,2,"",,,,"","",1,"",1,1,1,1,1,1,1,1,"Other incentives:",0,0,0,0,0,0,0,0,0,1,0,0,1,.n,.n,.n,".n",1,1,.n,.n,.n,.n,.n,.n,1,5
"1257425","12","011","57425","12011","1201157425","Plantation","Broward County","FL","South","Miami",26,"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","""Miami-Fort Lauderdale, FL CMSA""",0,0,1,"city","160","160",25,0,90843.74400000001,92126,"Pop. 50,000-99,999",21.742,,0,0,"","Partially Completed Survey","Partially Completed Survey",0,31jan2019 12:33:45,01feb2019 09:33:59,0,2,75613,0,18feb2019 07:11:01,"R_2aFTpbhr8dQ85ks","email","EN","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,3
"1258050","12","011","58050","12011","1201158050","Pompano Beach","Broward County","FL","South","Miami",26,"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","""Miami-Fort Lauderdale, FL CMSA""",0,0,1,"city","160","160",25,0,106765.859,107542,"Pop. 50,000-99,999",24.002,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,4
"1269700","12","011","69700","12011","1201169700","Sunrise","Broward County","FL","South","Miami",26,"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","",1,0,0,"city","160","160",25,0,90226.74800000001,92272,"",18.095,,0,0,"","Finished Survey","Finished Survey",1,15feb2019 07:36:04,15feb2019 10:29:56,0,100,10431,1,15feb2019 10:29:56,"R_ApU2X9CisGzuyo9","email","EN","City of Sunrise","FL","33323",2,1,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,1,1,.n,29,4,.s,.s,.s,.s,.s,.s,2,.s,.n,3,2,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,.s,1,1,1,1,0,1,1,".s","Skipped","Skipped","Skipped",".s",".s",".s",".n",".s",0,0,1,1,1,1,0,0,0,"Not Applicable",1,1,1,1,1,1,1,1,0,".n",4,2,2,3,3,2,2,2,0,.n,.n,.n,.n,.n,.n,.n,0,1,1,1,0,1,0,0,1,"Design Standards",1,1,1,0,1,2,1,2,2,3,3,3,2,1,3,2,"",,,,"","",1,"",1,1,1,1,1,1,1,1,"Other incentives:",0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,".n",2,1,0,0,1,1,0,0,1,3
"1270675","12","011","70675","12011","1201170675","Tamarac","Broward County","FL","South","Miami",26,"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","",1,0,0,"city","160","160",25,0,64615.56,64262,"",11.618,,0,0,"","Finished Survey","Finished Survey",1,17jan2019 13:52:56,22jan2019 05:54:51,0,100,403315,1,22jan2019 05:54:52,"R_bQllaU068AdaDUR","email","EN","City of Tamarac","Fl","33321",2,1,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,1,1,.n,1,5,1,.s,.s,.s,.s,.s,3,3,1,4,3,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,1,1,0,0,1,0,0,1,".n",".n",".n","Skipped",".s",".s",".s",".n",".n",1,1,1,1,1,1,1,1,0,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",2,2,2,3,2,2,4,4,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,1,1,1,1,3,1,1,2,1,1,2,3,2,2,2,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,".n",2,1,1,1,1,1,1,1,1,3
"1276582","12","011","76582","12011","1201176582","Weston","Broward County","FL","South","",,"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","""Miami-Fort Lauderdale, FL CMSA""",0,0,1,"city","160",".",,0,69861.624,,"Pop. 20,000-49,999",25.161,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,3
"1276658","12","011","76658","12011","1201176658","West Park","Broward County","FL","South","Miami",26,"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","",1,0,0,"city","160","160",25,,15137.238,14960,"",2.191,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
