order_2003,caseno_2003,jurisid,full_fip,stfips_2003,stcofips,countyfp,statefp,placefp,survnum_2003,juris_2003,lsadc_2003,basename,areaname_2003,coname_2003,county_name,region,state_name,cmsano99_2003,cmsanm99_2003,cmsast_2003,resp1994_2003,surv1994_2003,pop00tot_2003,pop2000,land_tot_2003,sample_2003,jurtype_2003,jurtype2_2003,n_juris_2003,n_surv_2003,jurstype_2003,jurscode_2003,popcode_2003,titlcode_2003,zipcode_2003,plan_2003,planyear_2003,zoneord_2003,zoneyear_2003,maxdens_2003,maxdchng_2003,mobhome_2003,hypodev_2003,rzvote_2003,selectrz_2003,anexvote_2003,anexyear_2003,glimit_2003,grwth_limit_2003,usbusa_2003,usbdate_2003,ugb_2003,ugbdate_2003,grnbelt_2003,gbdate_2003,ull_2003,ulldate_2003,resdpace_2003,pcntcont_2003,pcntyear_2003,bcnumber_2003,moratyn_2003,morat_2003,moratpct_2003,moratst_2003,moratexp_2003,moratend_2003,mafexmp_2003,otherglm_2003,glmstart_2003,glmend_2003,impctfee_2003,ifyn_2003,if_cbc,if_formula,ifsfrate_2003,ifsinfam_2003,ifmfrate_2003,ifschool_2003,ifstorm_2003,iftransp_2003,ifpubsaf_2003,ifwater_2003,ifparkos_2003,ifwsuply_2003,ifwaste_2003,ifother_2003,ifotype1_2003,ifotype2_2003,ifotype3_2003,ifotype4_2003,afincntv_2003,afinctv2_2003,afbonus_2003,afinclzn_2003,afincpct_2003,izpctbin_2003,afhsgfee_2003,affastrk_2003,aflinkfe_2003,afother_2003,afother1_2003,afother2_2003,afother3_2003,afother4_2003,afother5_2003,afother6_2003,oprogram_2003,opstaff_2003,oppha_2003,opconvrs_2003,opwaiver_2003,opother_2003,opother1_2003,opother2_2003,opother3_2003,opother4_2003,affunits_2003,rehabpub_2003,ahpub_2003,rehabprv_2003,ahprvloc_2003,rehabfed_2003,ahprvfed_2003,aftotal_2003,afmech_2003,ahtf_2003,reg1970_2003,reg1980_2003,reg1990_2003,regchnge_2003,apfo_2003,apfodate_2003,apschool_2003,apstorm_2003,aptrans_2003,appubsaf_2003,apwater_2003,appark_2003,apother_2003,aptotal_2003,ap2subjs_2003,ap4subjs_2003,filter___2003,apfo_yn_2003,data03_2003,areakey_2003,pmsano99_2003,intptlat_2003,intptlon_2003,zoning_2003,spwlcntr_2003,pacecntl_2003,fee_sfdu_2003,dborincl_2003,spcnt2_2003,pacecnt2_2003,popcode2_2003,cmsastpc_2003,cmsaspc2_2003,impctfe2_2003,popcode3_2003,stpopjt_2003,jtstpop_2003,jtstcmpo_2003,plan2003_2003,zone_2003,ldoz_2003,hdok_2003,morat_yn_2003,ahdb_2003,ahin_2003,zndn_2003,znup_2003,pace_2003,juristype,jurisbin,popbin
1821,1821,"1217100","1209917100",12,"12099","099","12","17100","411","Delray Beach","58","Delray Beach","FL, Delray Beach","Palm Beach County","Palm Beach County","South","FL",8960,"West Palm Beach-Boca Raton, FL MSA",896012,-1,0,60020,59941,39802443,0,1,1,4,3,1,1,3,1,33444,1,1998,1,1990,3,1,2,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,0,0,.n,.n,1,1,1,0,.n,.n,.n,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,1,1,1,0,0,0,0,0,0,0,0,,.s,,.s,,.s,,1,1,3,3,3,0,1,8888,1,1,1,1,1,1,0,6,1,1,0,0,1,"1217100",8960,26.459101,-80.083038,4,0,0,,0,0,0,4,8960124,8960124,1,2,1241,1124,11294,1,1,0,0,0,0,0,0,0,0,"city",1,3
1822,1822,"1227322","1209927322",12,"12099","099","12","27322","3721","Greenacres","58","Greenacres","FL, Greenacres","Palm Beach County","Palm Beach County","South","FL",8960,"West Palm Beach-Boca Raton, FL MSA",896012,-1,0,27569,27269,12066285,0,1,1,7,6,1,1,2,1,33463,1,2003,1,2002,3,1,2,1,1,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,1,.n,.n,1,0,1,1,0,1,0,0,1,10,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,1,0,1,0,0,1,210,0,0,0,0,,.s,,.s,,.s,,2,0,1,2,4,1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"1227322",8960,26.628045,-80.135389,4,0,0,,0,0,0,3,8960123,8960123,1,1,1231,1123,11293,1,1,0,0,0,0,0,0,0,0,"city",1,2
1823,1823,"1235875","1209935875",12,"12099","099","12","35875","426","Jupiter","60","Jupiter","FL, Jupiter","Palm Beach County","Palm Beach County","South","FL",8960,"West Palm Beach-Boca Raton, FL MSA",896012,-1,0,39328,39314,51796007,0,1,1,7,6,1,1,2,1,33458,1,1998,1,1992,2,1,2,2,1,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,1,2,0,2000,1,2003,0,0,.n,.n,2,1,0,1,1,.n,1,1,0,1,0,0,1,0,0,1,40,0,0,0,1,0,1,0,,.n,0,0,0,0,0,0,0,0,0,0,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,.s,.s,.s,.s,.s,.s,.s,0,0,4,4,4,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,,.s,1,"1235875",8960,26.925985,-80.104963,3,0,0,,1,0,0,3,8960123,8960123,1,1,1231,1123,11293,1,1,1,0,1,1,0,0,0,0,"town",1,2
1824,1824,"1239075","1209939075",12,"12099","099","12","39075","4037","Lake Worth","58","Lake Worth","FL, Lake Worth","Palm Beach County","Palm Beach County","South","FL",8960,"West Palm Beach-Boca Raton, FL MSA",896012,-1,0,35133,35237,14616267,0,1,1,7,6,1,1,2,1,33460,1,1998,1,1993,5,1,2,1,0,.n,.s,.s,1,1,0,.n,0,.n,1,.s,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,1,1,1,0,.n,.n,.n,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,.n,0,0,0,1,120,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,.s,.s,.s,.s,.s,.s,.s,2,0,2,2,2,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,,.s,1,"1239075",8960,26.619695,-80.058742,6,1,0,,0,1,0,3,8960123,8960123,1,1,1231,1123,11293,1,1,0,1,0,0,0,0,0,0,"city",1,2
1826,1826,"1254450","1209954450",12,"12099","099","12","54450","463","Palm Springs","61","Palm Springs","FL, Palm Springs","Palm Beach County","Palm Beach County","South","FL",8960,"West Palm Beach-Boca Raton, FL MSA",896012,-1,0,11699,11822,4172968,0,1,1,4,1,1,1,1,1,33461,1,2002,1,2002,4,3,2,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,.n,.n,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,,,,,270,1,,0,0,4,4,3,-1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,,.s,1,"1254450",8960,26.639662,-80.095067,5,0,0,,0,0,0,2,8960122,5960122,1,1,1221,1122,11292,1,1,0,0,0,0,0,0,1,0,"village",1,1
1827,1827,"1260975","1209960975",12,"12099","099","12","60975","472","Riviera Beach","58","Riviera Beach","FL, Riviera Beach","Palm Beach County","Palm Beach County","South","FL",8960,"West Palm Beach-Boca Raton, FL MSA",896012,-1,0,29884,30414,21587980,0,1,1,7,6,1,1,2,2,38404,1,2001,1,.s,4,1,2,1,1,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,2,0,.n,.n,2,1,0,1,.s,.n,.n,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,,.n,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,,,,,,1500,1,1,4,1,2,-1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,,.s,1,"1260975",8960,26.77994,-80.067286,5,0,0,,1,0,0,3,8960123,8960123,1,1,1231,1123,11293,1,1,0,0,0,1,0,0,0,0,"city",1,2
1828,1828,"1262100","1209962100",12,"12099","099","12","62100","473","Royal Palm Beach","61","Royal Palm Beach","FL, Royal Palm Beach","Palm Beach County","Palm Beach County","South","FL",8960,"West Palm Beach-Boca Raton, FL MSA",896012,-1,0,21523,21564,25618248,0,1,1,7,6,1,1,2,1,33411,1,2001,1,2002,3,2,0,2,0,.n,0,.n,1,1,0,.n,0,.n,0,.n,1,1990,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,1,1,1,0,.n,.n,.n,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,1,.n,.n,.n,.n,.n,.n,.n,0,0,2,2,2,0,2,1992,1,1,1,1,1,1,0,6,1,1,0,1,1,"1262100",8960,26.705851,-80.22655399999999,4,3,0,,0,1,0,3,8960123,8960123,1,1,1231,1123,11293,1,1,0,0,0,0,0,1,0,0,"village",1,2
1829,1829,"1275812","1209975812",12,"12099","099","12","75812","490","Wellington","61","Wellington","FL, Wellington","Palm Beach County","Palm Beach County","South","FL",8960,"West Palm Beach-Boca Raton, FL MSA",896012,-1,0,38216,38036,80425980,0,1,1,7,6,1,1,2,1,33416,1,2001,1,2002,3,2,0,0,0,.n,0,.n,1,1,1,1996,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,65,.n,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,1,.n,.n,.n,.n,.n,.n,.n,0,0,3,3,3,0,2,1990,1,1,1,1,1,1,0,6,1,1,0,1,1,"1275812",8960,26.655135,-80.254136,4,4,0,1,0,1,0,3,8960123,8960123,1,1,1231,1123,11293,1,1,0,0,0,0,0,1,0,0,"village",1,2
1825,1825,"1299099","1209999999",12,"12099","099","12","99999","3350","Palm Beach","06","Palm Beach County","FL, Palm Beach County","Palm Beach County","Palm Beach County","South","FL",8960,"West Palm Beach-Boca Raton, FL MSA",896012,-1,0,521447,1131184,4370099084,0,3,3,1,1,3,3,4,1,33406,1,2002,1,2003,3,1,0,2,0,.n,0,.n,.s,0,.s,.s,.s,.s,.s,.s,.s,.s,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,1,1,1,0,.n,.n,.n,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,.n,0,1,0,1,136,136,130,130,0,0,1,1,0,0,0,1,136,130,0,0,0,,.s,,.s,,.s,,1,1,.s,.s,4,-1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"1299099",8960,26.637745,-80.176395,4,,0,,1,,0,6,8960126,8960126,1,2,1263,312,31290,1,1,0,0,0,1,0,0,0,0,"county",3,5
1778,1778,"1279225","1210179225",12,"12101","101","12","79225","3364","Zephyrhills","58","Zephyrhills","FL, Zephyrhills","Pasco County","Pasco County","South","FL",8280,"Tampa-St. Petersburg-Clearwater, FL MSA",828012,-1,0,10833,10690,16234693,0,1,1,6,2,1,1,1,1,33542,1,1999,1,1986,4,1,2,1,1,.n,1,.s,1,1,0,.n,0,.n,0,.n,1,1999,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,3530,3250,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,1,0,1,0,0,0,0,0,0,0,0,80,1,,,,,,1,1,2,3,4,1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,,.s,1,"1279225",8280,28.237137,-82.17956100000001,5,4,0,3,0,1,0,2,8280122,5960122,1,1,1221,1122,11292,1,1,0,0,0,0,0,0,0,0,"city",1,1
1768,1768,"1212875","1210312875",12,"12103","103","12","12875","404","Clearwater","58","Clearwater","FL, Clearwater","Pinellas County","Pinellas County","South","FL",8280,"Tampa-St. Petersburg-Clearwater, FL MSA",828012,1,1,108787,107925,65493574,0,1,1,3,3,1,1,4,2,34684,1,2001,1,1999,4,.s,2,1,0,.n,.s,.s,.s,0,.s,.s,.s,.s,.s,.s,.s,.s,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,.n,.n,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,,.s,,.s,,.s,,,.s,.s,.s,.s,.s,2,8888,0,1,1,0,1,1,0,4,1,0,0,1,1,"1212875",8280,27.973644,-82.76427099999999,5,,0,,0,,0,5,8280125,8280125,1,2,1251,1125,11295,1,1,0,0,0,0,0,0,0,0,"city",1,4
1769,1769,"1218575","1210318575",12,"12103","103","12","18575","3102","Dunedin","58","Dunedin","FL, Dunedin","Pinellas County","Pinellas County","South","FL",8280,"Tampa-St. Petersburg-Clearwater, FL MSA",828012,1,1,35691,35926,26886710,0,1,1,5,3,1,1,2,1,34697,1,2000,1,2222,4,1,.s,2,1,.n,.s,.s,1,1,0,.n,0,.n,0,.n,1,1975,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,.n,.n,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,1,0,1,0,0,0,0,0,0,0,0,600,1,,,,,600,2,0,4,4,4,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,,.s,1,"1218575",8280,28.025395,-82.77534799999999,5,2,0,,0,1,0,3,8280123,8280123,1,1,1231,1123,11293,1,1,0,0,0,0,0,0,0,0,"city",1,2
1773,1773,"1256975","1210356975",12,"12103","103","12","56975","468","Pinellas Park","58","Pinellas Park","FL, Pinellas Park","Pinellas County","Pinellas County","South","FL",8280,"Tampa-St. Petersburg-Clearwater, FL MSA",828012,1,1,45658,45414,38197636,0,1,1,5,3,1,1,2,1,33781,1,2000,1,2002,4,1,2,2,1,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,1,1,1,0,.n,.n,.n,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,,.s,,.s,,.s,,0,0,3,3,3,0,2,1985,0,1,1,0,1,1,0,4,1,0,0,1,1,"1256975",8280,27.852302,-82.70709600000001,5,0,0,,0,0,0,3,8280123,8280123,1,1,1231,1123,11293,1,1,0,0,0,0,0,0,0,0,"city",1,2
1774,1774,"1262425","1210362425",12,"12103","103","12","62425","474","Safety Harbor","58","Safety Harbor","FL, Safety Harbor","Pinellas County","Pinellas County","South","FL",8280,"Tampa-St. Petersburg-Clearwater, FL MSA",828012,1,1,17203,17090,12736208,0,1,1,6,2,1,1,1,1,34695,1,.s,1,2002,3,1,2,2,0,.n,.s,.s,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,3405,2559,0,1,1,1,0,1,1,1,1,10,0,0,0,1,0,1,0,,.n,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,211,0,0,0,1,.n,.n,.n,.n,.n,.n,.n,0,0,3,3,2,-1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"1262425",8280,28.004654,-82.69532,4,0,0,3,1,0,0,2,8280122,5960122,1,1,1221,1122,11292,1,1,0,0,0,1,0,0,0,0,"city",1,1
1775,1775,"1263000","1210363000",12,"12103","103","12","63000","482","St. Petersburg","58","St. Petersburg","FL, St. Petersburg","Pinellas County","Pinellas County","South","FL",8280,"Tampa-St. Petersburg-Clearwater, FL MSA",828012,1,1,248232,247793,154433318,0,1,1,3,3,1,1,4,1,33701,1,1998,1,1977,5,1,2,1,0,.n,2,.s,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,1600,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,.n,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,211,0,0,0,0,,,,,,,832,1,1,3,3,2,-1,2,1990,0,1,1,0,1,1,1,4,1,0,,1,1,"1263000",8280,27.782254,-82.667619,6,0,0,2,0,0,0,5,8280125,8280125,1,2,1251,1125,11295,1,1,0,1,0,0,0,0,0,0,"city",1,5
1772,1772,"1299103","1210399999",12,"12103","103","12","99999","467","Pinellas","06","Pinellas County","FL, Pinellas County","Pinellas County","Pinellas County","South","FL",8280,"Tampa-St. Petersburg-Clearwater, FL MSA",828012,1,1,287953,921482,296438402,0,3,3,4,3,3,3,4,,33756,1,1981,1,1957,3,1,2,2,0,.n,0,.n,.s,0,.s,.s,.s,.s,.s,.s,.s,.s,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,.n,.n,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,1,0,1,0,0,0,0,0,0,0,0,.s,.s,.s,.s,.s,.s,.s,1,1,3,3,3,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,,.s,1,"1299103",8280,27.889647,-82.727766,4,,0,,0,,0,6,8280126,8280126,1,2,1263,312,31290,1,1,0,0,0,0,0,0,0,0,"county",3,5
787,787,"1262500","1210962500",12,"12109","109","12","62500","479","St. Augustine","58","St. Augustine","FL, St. Augustine","St. Johns County","St. Johns County","South","FL",3600,"Jacksonville, FL MSA",360012,-1,0,11592,11512,21682983,0,1,1,3,1,1,1,1,1,32085,1,2001,1,2002,3,1,0,1,1,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,.s,.s,.s,.s,,.s,.s,.s,.s,.s,1,1,1,0,.n,.n,.n,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,6,1,,,48,1,54,0,0,2,2,2,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,,.s,1,"1262500",3600,29.894264,-81.313208,4,0,0,,0,0,0,2,3600122,3600123,1,1,1231,1123,11293,1,1,0,0,0,0,0,0,0,0,"city",1,1
788,788,"1299109","1210999999",12,"12109","109","12","99999","481","St. Johns","06","St. Johns County","FL, St. Johns County","St. Johns County","St. Johns County","South","FL",3600,"Jacksonville, FL MSA",360012,-1,0,106339,123135,1548824049,0,3,3,2,2,3,3,4,2,32084,1,2000,1,2002,3,1,2,2,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,3333,2630,1809,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,,.n,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,500,0,0,0,0,.s,.s,.s,.s,.s,.s,.s,1,1,1,2,2,1,2,1991,0,1,1,0,1,1,1,4,1,0,,1,1,"1299109",3600,29.881862,-81.35813899999999,4,0,0,3,1,0,0,5,3600125,3600125,1,2,1253,312,31290,1,1,0,0,0,1,0,0,0,0,"county",3,4
1307,1307,"1238425","1211738425",12,"12117","117","12","38425","3753","Lake Mary","58","Lake Mary","FL, Lake Mary","Seminole County","Seminole County","South","FL",5960,"Orlando, FL MSA",596012,-1,0,11458,11289,22298993,0,1,1,7,4,1,1,1,1,32746,1,2000,1,2002,3,1,2,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.26,701,.n,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,1,.n,.n,.n,.n,.n,.n,.n,0,0,4,4,4,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"1238425",5960,28.757622,-81.329038,4,0,0,2,0,0,0,2,5960122,5960122,1,1,1221,1122,11292,1,1,0,0,0,0,0,0,0,0,"city",1,1
1312,1312,"1253575","1211753575",12,"12117","117","12","53575","459","Oviedo","58","Oviedo","FL, Oviedo","Seminole County","Seminole County","South","FL",5960,"Orlando, FL MSA",596012,-1,0,26316,27023,39196528,0,1,1,10,6,1,1,2,2,32765,1,2002,1,2000,3,1,2,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,.n,.n,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,,.n,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,.s,,.s,,.s,,0,0,3,1,1,-1,2,8888,0,0,1,0,0,0,0,1,0,0,0,1,1,"1253575",5960,28.659636,-81.195831,4,0,0,,0,0,0,3,5960123,5960123,1,1,1231,1123,11293,1,1,0,0,0,0,0,0,0,0,"city",1,2
1313,1313,"1263650","1211763650",12,"12117","117","12","63650","3354","Sanford","58","Sanford","FL, Sanford","Seminole County","Seminole County","South","FL",5960,"Orlando, FL MSA",596012,-1,0,38291,37597,49486318,0,1,1,10,6,1,1,2,2,32771,1,2001,1,2002,5,1,0,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,1,2,0,2002,1,2003,0,0,.n,.n,2,1,0,1,.s,.n,.n,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,,,,,,,2400,0,0,2,2,2,0,2,1989,0,1,1,0,1,1,0,4,1,0,,1,1,"1263650",5960,28.79327,-81.276561,6,0,0,,0,0,0,3,5960123,5960123,1,1,1231,1123,11293,1,1,0,1,1,0,0,0,0,0,"city",1,2
1314,1314,"1299117","1211799999",12,"12117","117","12","99999","2958","Seminole","06","Seminole County","FL, Seminole County","Seminole County","Seminole County","South","FL",5960,"Orlando, FL MSA",596012,-1,0,179891,365196,596030405,0,3,3,4,4,3,3,4,2,32771,1,.s,1,.s,5,1,2,1,0,.n,.s,.s,.s,0,.s,.s,.s,.s,.s,.s,.s,.s,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,.n,.n,1,0,1,1,0,0,0,0,1,40,0,0,0,1,0,1,0,,.n,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,.s,,.s,,.s,,1,1,.s,.s,4,-1,2,1986,0,0,1,1,1,1,,5,1,1,0,1,1,"1299117",5960,28.709909,-81.31083099999999,6,,0,,1,,0,5,5960125,5960125,1,2,1253,312,31290,1,1,0,1,0,1,0,0,0,0,"county",3,5
4,4,"1399013","1301399999",13,"13013","013","13","99999","3366","Barrow","06","Barrow County","GA, Barrow County","Barrow County","Barrow County","South","GA",520,"Atlanta, GA MSA",52013,1,1,26130,46144,356898275,0,3,3,17,15,3,3,2,1,30680,1,.s,1,.s,3,1,2,2,1,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,1,.n,.n,.n,.n,.n,.n,.n,0,0,2,3,4,1,0,.n,.n,.n,.n,.n,.n,.n,,0,0,0,0,0,1,"1399013",520,33.994618,-83.721626,4,0,0,,0,0,0,3,520133,520133,0,1,1333,313,31391,1,1,0,0,0,0,0,0,0,0,"county",3,2
7,7,"1313688","1301513688",13,"13015","015","13","13688","670","Cartersville","58","Cartersville","GA, Cartersville","Bartow County","Bartow County","South","GA",520,"Atlanta, GA MSA",52013,-1,0,15925,16081,60592395,0,1,1,19,11,1,1,1,1,30120,1,2002,1,1996,3,2,2,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,1,1,1,0,0,0,.n,.n,.n,.n,0,,.s,,.s,,.s,,,.s,1,1,1,0,2,2003,0,0,0,1,0,1,0,2,0,0,0,1,1,"1313688",520,34.176405,-84.803916,4,0,0,,0,0,0,2,520132,520132,0,1,1321,1132,11392,1,1,0,0,0,0,0,1,0,0,"city",1,1
5,5,"1399035","1303599999",13,"13035","035","13","99999","667","Butts","06","Butts County","GA, Butts County","Butts County","Butts County","South","GA",520,"Atlanta, GA MSA",52013,1,1,19522,19522,483324085,0,3,3,19,11,3,3,1,6,30233,1,2002,1,1999,3,3,1,0,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,0,0,1,2,4,1,0,.n,.n,.n,.n,.n,.n,.n,,0,0,0,,0,1,"1399035",520,33.296354,-83.95953799999999,4,0,0,,0,0,0,2,520132,520132,0,1,1323,313,31391,1,1,0,0,0,0,0,0,1,0,"county",3,1
6,6,"1313492","1304513492",13,"13045","045","13","13492","3369","Carrollton","58","Carrollton","GA, Carrollton","Carroll County","Carroll County","South","GA",520,"Atlanta, GA MSA",52013,-1,0,19843,19970,52245337,0,1,1,19,11,1,1,1,1,30117,1,1997,1,1997,3,2,2,1,1,.n,.s,.s,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,1,0,1,0,0,0,.n,.n,.n,.n,0,,.s,,.s,,.s,,0,0,2,2,2,0,0,.n,.n,.n,.n,.n,.n,.n,,0,0,0,0,0,1,"1313492",520,33.580912,-85.07670400000001,4,0,0,,0,0,0,2,520132,520132,0,1,1321,1132,11392,1,1,0,0,0,0,0,1,0,0,"city",1,1
